time,adc,voltage
06:53:29,42432,2.1366536964980547
06:56:29,42432,2.1366536964980547
06:59:29,42304,2.133430991073472
07:02:29,42496,2.1398764019226366
07:05:29,42560,2.143099107347219
07:08:29,42432,2.1398764019226366
07:11:29,42624,2.146321812771801
07:14:30,42624,2.146321812771801
07:17:30,42496,2.143099107347219
07:20:30,41664,2.094758525978485
07:23:30,42496,2.1398764019226366
07:26:30,41664,2.097981231403067
07:29:30,42560,2.143099107347219
07:32:30,42560,2.143099107347219
07:35:30,42560,2.143099107347219
07:38:30,42560,2.146321812771801
07:41:30,42048,2.1173174639505605
07:44:30,42624,2.1495445181963837
07:47:30,41984,2.1173174639505605
07:50:30,41856,2.107649347676814
07:53:30,42688,2.152767223620966
07:56:30,42944,2.1624353398947123
07:59:30,42688,2.1495445181963837
08:02:31,42496,2.143099107347219
08:05:31,42496,2.1398764019226366
08:08:31,42624,2.1495445181963837
08:11:31,42496,2.143099107347219
08:14:31,42432,2.1366536964980547
08:17:31,42432,2.133430991073472
08:20:31,42304,2.1302082856488895
08:23:31,42432,2.1366536964980547
08:26:31,42496,2.1398764019226366
08:29:31,42176,2.1269855802243076
08:32:31,42112,2.1205401693751433
08:35:31,42048,2.1173174639505605
08:38:31,41984,2.1108720531013963
08:41:31,42048,2.1173174639505605
08:44:31,41920,2.1108720531013963
08:47:31,41664,2.101203936827649
08:50:31,41792,2.1044266422522315
08:53:32,42048,2.1173174639505605
08:56:32,41664,2.097981231403067
08:59:32,41664,2.097981231403067
09:02:32,42112,2.1173174639505605
09:05:32,41536,2.094758525978485
09:08:32,41408,2.085090409704738
09:11:32,41728,2.097981231403067
09:14:32,41856,2.107649347676814
09:17:32,41856,2.107649347676814
09:20:32,41920,2.114094758525978
09:23:32,41536,2.0915358205539025
09:26:32,42368,2.133430991073472
09:29:32,41920,2.1108720531013963
09:32:32,42112,2.1205401693751433
09:35:32,42240,2.1269855802243076
09:38:32,42176,2.1269855802243076
09:41:32,42560,2.146321812771801
09:44:32,42496,2.1398764019226366
09:47:32,42048,2.1173174639505605
09:50:32,42496,2.1398764019226366
09:53:32,42240,2.1269855802243076
09:56:32,42240,2.1269855802243076
09:59:33,42048,2.1205401693751433
10:02:33,41856,2.107649347676814
10:05:33,42496,2.1398764019226366
10:08:33,41856,2.1108720531013963
10:11:33,42112,2.1205401693751433
10:14:33,41920,2.1108720531013963
10:17:33,41984,2.114094758525978
10:20:33,41984,2.114094758525978
10:23:33,41984,2.1173174639505605
10:26:33,41920,2.114094758525978
10:29:33,41920,2.1108720531013963
10:32:33,41984,2.1108720531013963
10:35:33,42112,2.1205401693751433
10:38:33,41792,2.1044266422522315
10:41:33,41856,2.1044266422522315
10:44:33,41664,2.097981231403067
10:47:34,41600,2.094758525978485
10:50:34,41600,2.094758525978485
10:53:34,41088,2.065754177157244
10:56:34,41152,2.072199588006409
10:59:34,40768,2.0560860608834974
11:02:34,41152,2.0689768825818264
11:05:34,40960,2.062531471732662
11:08:34,41088,2.072199588006409
11:11:34,41472,2.08831311512932
11:14:34,41216,2.0754222934309907
11:17:34,40832,2.0560860608834974
11:20:34,40576,2.0464179446097504
11:23:34,41088,2.0689768825818264
11:26:34,41088,2.072199588006409
11:29:34,41024,2.062531471732662
11:32:34,41344,2.0818677042801554
11:35:34,40960,2.062531471732662
11:38:34,41152,2.072199588006409
11:41:34,41280,2.0786449988555735
11:44:35,41728,2.101203936827649
11:47:35,40768,2.052863355458915
11:50:35,41536,2.08831311512932
11:53:35,40768,2.052863355458915
11:56:35,40832,2.0560860608834974
11:59:35,40960,2.062531471732662
12:02:35,40640,2.0464179446097504
12:05:35,40768,2.052863355458915
12:08:35,40832,2.0560860608834974
12:11:35,40384,2.033527122911421
12:14:35,40768,2.052863355458915
12:17:35,40448,2.033527122911421
12:20:35,40640,2.0464179446097504
12:23:35,40384,2.0367498283360037
12:26:36,40512,2.043195239185168
12:29:36,40512,2.043195239185168
12:32:36,40512,2.043195239185168
12:35:36,40768,2.0496406500343327
12:38:36,40192,2.0270817120622566
12:41:36,40384,2.033527122911421
12:44:36,40768,2.0496406500343327
12:47:36,40320,2.030304417486839
12:50:36,40704,2.0496406500343327
12:53:36,40768,2.0496406500343327
12:56:36,40704,2.0496406500343327
12:59:36,40512,2.039972533760586
13:02:36,40064,2.0174135957885095
13:05:36,40832,2.052863355458915
13:08:36,40064,2.0174135957885095
13:11:36,40512,2.039972533760586
13:14:36,40704,2.0464179446097504
13:17:36,40384,2.033527122911421
13:20:36,40448,2.0367498283360037
13:23:36,39424,1.985186541542687
13:26:36,40192,2.0206363012130923
13:29:36,39936,2.0077454795147633
13:32:36,40576,2.043195239185168
13:35:36,40128,2.0174135957885095
13:38:36,40000,2.0141908903639276
13:41:36,40320,2.030304417486839
13:44:37,40064,2.0141908903639276
13:47:37,40384,2.033527122911421
13:50:37,40256,2.0238590066376747
13:53:37,40128,2.0238590066376747
13:56:37,40320,2.030304417486839
13:59:37,40128,2.0238590066376747
14:02:37,40192,2.0270817120622566
14:05:37,40512,2.039972533760586
14:08:37,40512,2.043195239185168
14:11:37,39936,2.0077454795147633
14:14:37,40128,2.0238590066376747
14:17:37,39872,2.0045227740901805
14:20:37,40128,2.0206363012130923
14:23:37,39808,2.0045227740901805
14:26:37,40320,2.030304417486839
14:29:37,39936,2.0109681849393453
14:32:38,40064,2.0174135957885095
14:35:38,40192,2.0206363012130923
14:38:38,39808,2.0045227740901805
14:41:38,40192,2.0270817120622566
14:44:38,40000,2.0141908903639276
14:47:38,40128,2.0174135957885095
14:50:38,40192,2.0238590066376747
14:53:38,40000,2.0174135957885095
14:56:38,39872,2.0077454795147633
14:59:38,40384,2.033527122911421
15:02:38,40128,2.0206363012130923
15:05:38,40384,2.030304417486839
15:08:38,40384,2.030304417486839
15:11:38,40384,2.033527122911421
15:14:38,40320,2.030304417486839
15:17:38,40640,2.0496406500343327
15:20:38,40640,2.0464179446097504
15:23:39,40832,2.052863355458915
15:26:39,40576,2.039972533760586
15:29:39,40704,2.0496406500343327
15:32:39,40704,2.0496406500343327
15:35:39,40448,2.0367498283360037
15:38:39,40192,2.0270817120622566
15:41:39,40256,2.030304417486839
15:44:39,40384,2.033527122911421
15:47:39,40320,2.033527122911421
15:50:39,40512,2.043195239185168
15:53:39,39808,2.0045227740901805
15:56:39,40128,2.0238590066376747
15:59:39,40064,2.0174135957885095
16:02:39,39808,2.0077454795147633
16:05:39,40000,2.0174135957885095
16:08:39,40512,2.0367498283360037
16:11:40,40000,2.0109681849393453
